gps_time,x,y,z,vE,vN,vU
1429364572.40103,4181971.73662646,860767.033125205,4723082.60551168,-0.966002985120087,-3.39289660746968,-0.318129946904666
1429364572.50609,4181972.02114665,860767.007232683,4723082.37745066,-0.827220230430313,-3.55842174876951,0.130119263189683
1429364572.60387,4181972.31828233,860766.980989666,4723082.15678011,-0.856086799132098,-3.60045825009051,0.267191882484328
1429364572.70108,4181972.58235826,860766.943610753,4723081.90927425,-0.898509580999647,-3.52211231059787,-0.16381997568997
1429364572.80115,4181972.89104464,860766.909800676,4723081.68149166,-0.953491098151241,-3.72080388426344,0.279669516701953
1429364572.90044,4181973.16494056,860766.884922125,4723081.44675031,-0.795869485749433,-3.52714760681603,0.0122545289087441
1429364573.03285,4181973.44520593,860766.843394498,4723081.20112207,-0.971784026628764,-3.62133017556451,-0.0494940624835594
1429364573.1584,4181973.73299441,860766.808090945,4723080.9519739,-0.925987886263924,-3.70901123380693,-0.0180695607853756
1429364573.20781,4181973.99478327,860766.764462084,4723080.72587068,-0.929097278089994,-3.49389047843487,0.0418936792784776
1429364573.29928,4181974.27656193,860766.738280115,4723080.47177183,-0.824528190801194,-3.71197221164829,-0.0819472351716437
1429364573.40322,4181974.5758602,860766.705763084,4723080.24292391,-0.921899043762218,-3.66144225815524,0.212048793376242
1429364573.5049,4181974.8529105,860766.675529244,4723079.98833814,-0.85468256932,-3.67468789513418,-0.121970200296078
1429364573.60433,4181975.1462764,860766.651181028,4723079.74723855,-0.829927620320632,-3.7123179610468,0.0930712956068021
1429364573.70016,4181975.4308795,860766.616021429,4723079.50142131,-0.918155980851103,-3.66375799421736,-0.0139368114752834
1429364573.80434,4181975.70887228,860766.5823203,4723079.25626556,-0.890543847750799,-3.61335135904138,-0.050308341665547
1429364573.90251,4181975.99841696,860766.548755407,4723079.01190914,-0.912498766265144,-3.69240352574585,0.0314181389056194
1429364574.03839,4181976.29348596,860766.51820179,4723078.76883138,-0.894141456601875,-3.72863787815866,0.0811392241765587
1429364574.24715,4181976.58081387,860766.490282552,4723078.52593953,-0.852731912938225,-3.67493184739213,0.0354133142618853
1429364574.25269,4181976.8684448,860766.468245205,4723078.28142085,-0.795731217456046,-3.69683252141738,0.0332143012589174
1429364574.30167,4181977.15678951,860766.428913245,4723078.00366585,-0.918376071738041,-3.77001969742477,0.125801114889898
1429364574.40918,4181977.43611983,860766.396908794,4723077.75262301,-0.876621873254736,-3.66497712675791,-0.0830733897293294
1429364574.50617,4181977.72350876,860766.366989134,4723077.50782495,-0.872448531419957,-3.68511152148771,0.0189348514238146
1429364574.60401,4181978.01443139,860766.330565038,4723077.25962707,-0.943281960957226,-3.72382251732754,0.00800161709929892
1429364574.70121,4181978.29818529,860766.300647115,4723077.00919477,-0.865103092567485,-3.69626624631694,-0.0467722645721882
1429364574.80146,4181978.59066313,860766.262703745,4723076.76318062,-0.961298229863785,-3.71828756071578,0.0323806347805653
1429364574.90081,4181978.87309837,860766.229322933,4723076.50649407,-0.896362695043699,-3.72324758368677,-0.10660104654554
1429364575.03164,4181979.16680599,860766.201026611,4723076.27800383,-0.869287222081661,-3.62464007147104,0.183810181809291
1429364575.21956,4181979.46076313,860766.173086716,4723076.02318125,-0.866289918343681,-3.80292753651455,-0.00998977805292478
1429364575.22656,4181979.7447871,860766.135943196,4723075.77397656,-0.936411544686444,-3.67919618817029,-0.0455892522383581
1429364575.29932,4181980.05174898,860766.103800097,4723075.54101859,-0.915708653557657,-3.700420483762,0.0407533807876597
